company,status,zip,reason,birth,death,jurisdiction,jurisdictionType,lat,lng
INTERSTATE SUBSIDIARIES CORPORATION,ACTIVE,10017,NA,11/26/1928,NA,DELAWARE,domestic,40.7523381,-73.9789555
DANIEL RUNKLE & CO. INC.,ACTIVE,10005,NA,11/26/1928,NA,DELAWARE,domestic,40.7065524,-74.0101174
GENERAL INDUSTRIAL & BANCSHARES CORPORATION,ACTIVE,10001,NA,11/30/1928,NA,MARYLAND,domestic,40.7494546,-73.9917219
FIRST NATIONAL SUPERMARKETS INC.,INACTIVE,10019,MERGED OUT,11/30/1928,01/14/2000,MASSACHUSETTS,domestic,40.761923,-73.9843202
NAKKEN PATENTS CORPORATION,ACTIVE,10019,NA,12/01/1928,NA,DELAWARE,domestic,40.7665077,-73.98112119999999
NATIONAL LINOLEUM COMPANY,ACTIVE,10009,NA,11/21/1928,NA,NEW JERSEY,domestic,40.732463,-73.9761132
NEWARK CHAIR COMPANY,ACTIVE,10001,NA,12/03/1928,NA,NEW JERSEY,domestic,40.7458503,-73.98673289999999
KELLY SPLINE & WATKINS INC.,ACTIVE,10036,NA,11/22/1928,NA,DELAWARE,domestic,40.7602619,-73.9932872
WEIL PUMP COMPANY,ACTIVE,10017,NA,11/22/1928,NA,ILLINOIS,domestic,40.755533,-73.97843999999999
I. KRAVITZ SILK CORPORATION,ACTIVE,10016,NA,11/22/1928,NA,NEW JERSEY,domestic,40.7476755,-73.9834336
REVERE COPPER AND BRASS INCORPORATED,INACTIVE,10019,TERMINATION,12/04/1928,10/25/1989,MARYLAND,domestic,40.761923,-73.9843202
SAVARESE LAUCHEONETTE INC.,ACTIVE,10038,NA,12/05/1928,NA,DELAWARE,domestic,40.70795030000001,-74.00701219999999
MERCHANTS NATIONAL PROPERTIES INC.,ACTIVE,11426,NA,12/07/1928,NA,DELAWARE,domestic,40.7349144,-73.7213063
WRIGHT GREENE & CO. INC.,ACTIVE,10013,NA,12/07/1928,NA,DELAWARE,domestic,40.71713630000001,-74.006901
KENT GARAGE INVESTING CORPORATION,ACTIVE,10017,NA,12/08/1928,NA,,domestic,40.7546492,-73.97832679999999
GASOLINE COIN-O-MAT CORPORATION OF AMERICA,ACTIVE,10036,NA,12/19/1928,NA,DELAWARE,domestic,40.7609542,-73.9881559
NAAMLOOZE VENNOOTSCHAP POTASH ( KALI) EXPORT MAATSCHAPPY,ACTIVE,10036,NA,12/11/1928,NA,NETHERLANDS ANTILLES,international,40.755358,-73.9810918
ROME HOLLOW WIRE & TUBE COMPANY INC.,ACTIVE,10005,NA,12/13/1928,NA,MARYLAND,domestic,40.7065524,-74.0101174
CURRANS EXPRESS INC.,ACTIVE,10013,NA,12/17/1928,NA,MASSACHUSETTS,domestic,40.72300329999999,-74.00992389999999
WEHRHAN REALTY CORPORATION,ACTIVE,10017,NA,12/18/1928,NA,NEW JERSEY,domestic,40.7542963,-73.9778947
AMERICAN AERONAUTICAL CORPORATION,ACTIVE,10019,NA,12/18/1928,NA,DELAWARE,domestic,40.7628422,-73.9745743
FIRST ILLINOIS COMPANY OF NEW YORK,ACTIVE,10005,NA,12/19/1928,NA,DELAWARE,domestic,40.706152,-74.00906189999999
MAUSOLEUM CORPORATION OF AMERICA,ACTIVE,10017,NA,12/20/1928,NA,DELAWARE,domestic,40.75173119999999,-73.9797049
FINCH ROAD LIGHT CORPORATION,ACTIVE,10019,NA,12/20/1928,NA,DELAWARE,domestic,40.766613,-73.9821351
W. B. MACGREGOR INC.,ACTIVE,10006,NA,12/20/1928,NA,DELAWARE,domestic,40.7080331,-74.0130887
EATON-KENT INC.,ACTIVE,10178,NA,12/21/1928,NA,NEW JERSEY,domestic,40.7510553,-73.97775159999999
U. S. AIR EXPRESS COMPANY INC.,ACTIVE,10019,NA,12/21/1928,NA,DELAWARE,domestic,40.7628422,-73.9745743
MOTOR MILEAGE CORPORATION,ACTIVE,10023,NA,12/14/1928,NA,PENNSYLVANIA,domestic,40.7769059,-73.9800645
NATIONAL SCREEN SERVICE CORPORATION,INACTIVE,10019,SURRENDER OF AUTHORITY,12/26/1928,03/18/1988,DELAWARE,domestic,40.7636961,-73.9764605
VIM PRODUCTS INC.,ACTIVE,10036,NA,12/28/1928,NA,DELAWARE,domestic,40.7555196,-73.98576080000001
FEDERAL SEABOARD TERRA COTTA CORPORATION,ACTIVE,10017,NA,12/29/1928,NA,NEW JERSEY,domestic,40.7521259,-73.97943400000001
GAMMA PHARMACAL CORPORATION,ACTIVE,10022,NA,12/31/1928,NA,DELAWARE,domestic,40.7639096,-73.97120199999999
MALAY-RALSTON CORPORATION,ACTIVE,10013,NA,12/31/1928,NA,NEW JERSEY,domestic,40.7234742,-74.0083702
NORBA REALTY CORPORATION,ACTIVE,10022,NA,01/04/1929,NA,NEW JERSEY,domestic,40.7576844,-73.9760548
PETROLEUM AND TRADING CORPORATION,ACTIVE,10270,NA,01/04/1929,NA,DELAWARE,domestic,40.7063514,-74.00755889999999
RECORDING LABORATORIES OF AMERICA INC.,ACTIVE,10178,NA,01/05/1929,NA,DELAWARE,domestic,40.7510553,-73.97775159999999
SNYDER MULTIFORM CORPORATION,ACTIVE,10036,NA,01/05/1929,NA,DELAWARE,domestic,40.7541476,-73.9818586
RCA GLOBAL COMMUNICATIONS INC.,ACTIVE,10023-7773,NA,01/05/1929,NA,DELAWARE,domestic,40.6334943,-74.18281859999999
BEATTY HAT CO. INC.,ACTIVE,10018,NA,01/07/1929,NA,NEW JERSEY,domestic,40.7505554,-73.98515400000001
SPHINX TRADING CORPORATION,ACTIVE,10004,NA,01/07/1929,NA,DELAWARE,domestic,40.7060887,-74.0111372
OVERSEAS CAPITAL CORPORATION,ACTIVE,10005,NA,01/08/1929,NA,DELAWARE,domestic,40.70791579999999,-74.01107309999999
INTERNATIONAL STUDENTS AID CORPORATION,ACTIVE,10016,NA,01/02/1929,NA,DELAWARE,domestic,40.744483,-73.98189839999999
THE NATIONAL FLURESIT PRODUCTS COMPANY,ACTIVE,10036,NA,01/02/1929,NA,CONNECTICUT,domestic,40.7547035,-73.9837325
UNION WATER SERVICE COMPANY,ACTIVE,10005,NA,01/09/1929,NA,DELAWARE,domestic,40.7057533,-74.00998369999999
THE AMERICAN FOUNDATION FOR MENTAL HYGIENE INCORPORATED,ACTIVE,10001,NA,01/11/1929,NA,DELAWARE,domestic,40.75368539999999,-73.9991637
HARRY S. RADCLIFFE INC.,ACTIVE,10016,NA,01/11/1929,NA,NEW JERSEY,domestic,40.74727,-73.9800645
ELECTRO-VAC CORPORATION,ACTIVE,10007,NA,01/14/1929,NA,DELAWARE,domestic,40.7138631,-74.00530020000001
STRAUS MANAGEMENT CORPORATION,ACTIVE,10017,NA,01/15/1929,NA,DELAWARE,domestic,40.7559946,-73.9785
THE CAUMSETT CORPORATION,ACTIVE,10005,NA,01/16/1929,NA,DELAWARE,domestic,40.7066886,-74.00998
THE PERRY-MANSFIELD COMPANY,ACTIVE,10017,NA,01/16/1929,NA,COLORADO,domestic,40.7531687,-73.965688
S. W. STRAUS INVESTING CORPORATION,ACTIVE,10017,NA,01/16/1929,NA,DELAWARE,domestic,40.7559946,-73.9785
NEW MARITIME STEAMSHIP CO. INC.,ACTIVE,10017,NA,01/17/1929,NA,DELAWARE,domestic,40.7549469,-73.9795346
CONSOLIDATED CAR LOADING & DISTRIBUTING CORPORATION,ACTIVE,10013,NA,01/17/1929,NA,DELAWARE,domestic,40.719669,-74.0086334
LEBLANC CORPORATION,ACTIVE,10003,NA,01/22/1929,NA,PENNSYLVANIA,domestic,40.737922,-73.989148
PROFIT SHARING GAS STATIONS INCORPORATED,ACTIVE,10036,NA,01/22/1929,NA,DELAWARE,domestic,40.7541476,-73.9818586
REA EXPRESS INC.,ACTIVE,10019,NA,01/22/1929,NA,DELAWARE,domestic,40.761923,-73.9843202
VINTON REALTY CORPORATION,ACTIVE,10036,NA,01/17/1929,NA,DELAWARE,domestic,40.7561659,-73.981877
INTERNATIONAL FOUNDERS CORPORATION,ACTIVE,10170,NA,01/22/1929,NA,DELAWARE,domestic,40.7525463,-73.97564249999999
AMERICAN COMMON STOCKS CORPORATION,ACTIVE,10017,NA,01/25/1929,NA,DELAWARE,domestic,40.7531627,-73.9786615
CONSOLIDATED AIRPORTS INC.,ACTIVE,10170,NA,01/26/1929,NA,DELAWARE,domestic,40.7525463,-73.97564249999999
GENERAL BENZOL CORPORATION,ACTIVE,10036,NA,01/26/1929,NA,DELAWARE,domestic,40.7569065,-73.9787253
FRANK SCHOBLE AND COMPANY,ACTIVE,10003,NA,01/26/1929,NA,PENNSYLVANIA,domestic,40.7330244,-73.9927245
SETTLEMENT QUARRY CORPORATION,ACTIVE,10178,NA,01/28/1929,NA,DELAWARE,domestic,40.7510553,-73.97775159999999
FERROCON-GRID PRODUCTS CORPORATION,ACTIVE,10036,NA,01/28/1929,NA,DELAWARE,domestic,40.7569065,-73.9787253
COLUMBIA CANDY CORPORATION,ACTIVE,11232,NA,01/28/1929,NA,DELAWARE,domestic,40.653391,-74.006998
HUNTINGTON ALLOYS CORPORATION,ACTIVE,10011,NA,01/18/1929,NA,DELAWARE,domestic,40.7409573,-74.0021187
SELECTIVE EQUITIES CORPORATION,ACTIVE,10005,NA,01/30/1929,NA,DELAWARE,domestic,40.7065947,-74.01140869999999
COMMON SHARES CORPORATION OF AMERICA,ACTIVE,10006,NA,01/31/1929,NA,DELAWARE,domestic,40.7085538,-74.01133229999999
MODEL MILLS COMPANY,ACTIVE,10016,NA,02/01/1929,NA,PENNSYLVANIA,domestic,40.7461923,-73.9856384
CAMPION & SCHEETZ INC.,ACTIVE,10006,NA,02/04/1929,NA,DELAWARE,domestic,40.708365,-74.013046
INTERSTATE DISCOUNT CORPORATION,ACTIVE,10017,NA,02/04/1929,NA,DELAWARE,domestic,40.7518271,-73.9799431
COASTAL AIRWAYS INC.,ACTIVE,10036,NA,02/04/1929,NA,DELAWARE,domestic,40.756361,-73.981112
HAROLD R GREENE & COMPANY INC.,ACTIVE,10038,NA,02/04/1929,NA,NEW JERSEY,domestic,40.7084158,-74.0072149
THE ORIGINAL INVESTING CORPORATION,ACTIVE,10005,NA,01/29/1929,NA,DELAWARE,domestic,40.7057236,-74.0102663
COAL FEEDER CORPORATION,ACTIVE,10177,NA,04/01/1929,NA,DELAWARE,domestic,40.7551855,-73.9758933
EQUITY OWNERSHIP SHARES INC.,ACTIVE,10005,NA,02/09/1929,NA,DELAWARE,domestic,40.7057172,-74.0082384
WIL-LOW CAFETERIAS INC.,ACTIVE,10010,NA,02/13/1929,NA,DELAWARE,domestic,40.7384096,-73.982705
SCHAVOLITE GOLF CORPORATION,ACTIVE,10036,NA,02/14/1929,NA,DELAWARE,domestic,40.7555928,-73.9806365
THE MERRITT PLAN INC.,ACTIVE,10036,NA,02/14/1929,NA,DELAWARE,domestic,40.7541476,-73.9818586
GRANGER TRADING CORPORATION,ACTIVE,10006,NA,02/14/1929,NA,DELAWARE,domestic,40.7085538,-74.01133229999999
HOLMES PRODUCTS INC.,ACTIVE,10036,NA,02/15/1929,NA,DELAWARE,domestic,40.7560597,-73.9797877
MIDLAND OIL CORPORATION,ACTIVE,10173,NA,02/15/1929,NA,DELAWARE,domestic,40.7536987,-73.9789417
FRANK MARTZ COACH COMPANY,ACTIVE,10036,NA,02/18/1929,NA,DELAWARE,domestic,40.7570673,-73.9886248
UNIVERSAL COAL BY-PRODUCTS CORPORATION,ACTIVE,10036,NA,02/18/1929,NA,DELAWARE,domestic,40.7602619,-73.9932872
INTERCITY PUBLIC SERVICE CO. INC.,ACTIVE,10038,NA,02/18/1929,NA,DELAWARE,domestic,40.7093102,-74.01023599999999
MOTORS BUILDING CORPORATION,ACTIVE,10019,NA,02/15/1929,NA,DELAWARE,domestic,40.766613,-73.9821351
SOUTHWORTH DIERDORFF & CO. INC.,ACTIVE,10036,NA,02/20/1929,NA,DELAWARE,domestic,40.7563138,-73.9880799
COMMUNITY STOCKHOLDERS CORPORATION,ACTIVE,11241,NA,02/23/1929,NA,DELAWARE,domestic,40.69358880000001,-73.9908114
NATIONAL SASH WEIGHT CORPORATION,ACTIVE,11222,NA,02/25/1929,NA,MARYLAND,domestic,40.728788,-73.943809
INTERSTATE ROOFING AND SUPPLY COMPANY,ACTIVE,10038,NA,02/25/1929,NA,ILLINOIS,domestic,40.7093102,-74.01023599999999
BECKWITH-CHANDLER COMPANY,ACTIVE,10012,NA,04/13/1896,NA,NEW JERSEY,domestic,40.7258743,-73.9964087
PETROLIA MANUFACTURING COMPANY,ACTIVE,10005,NA,08/06/1896,NA,NEW JERSEY,domestic,40.7072492,-74.0094419
NEW YORK REALTY SAVINGS COMPANY,ACTIVE,10005,NA,08/25/1896,NA,NEW JERSEY,domestic,40.70791579999999,-74.01107309999999
THE A. L. MOORE COMPANY,ACTIVE,10007,NA,04/13/1896,NA,ILLINOIS,domestic,40.7133501,-74.0069752
BRIGHTON CARROUSAL COMPANY,ACTIVE,10021,NA,08/26/1896,NA,NEW JERSEY,domestic,40.76544519999999,-73.9700265
GEORGE FOWLER AND SON COMPANY LIMITED,ACTIVE,10014,NA,08/29/1896,NA,GABON,international,40.741639,-74.00863609999999
WANAQUE RIVER PAPER COMPANY,ACTIVE,10038,NA,08/29/1896,NA,NEW JERSEY,domestic,40.7117044,-74.006394
WORTHEN AND ALDRICH COMPANY,ACTIVE,10044,NA,04/14/1896,NA,NEW JERSEY,domestic,40.7573053,-73.9550857
MARCUS WARD AND COMPANY LIMITED,ACTIVE,10014,NA,04/17/1896,NA,GABON,international,40.7307493,-74.0015825
SOUTHERN COMMERCIAL COMPANY,ACTIVE,10005,NA,04/17/1896,NA,NEW JERSEY,domestic,40.7074848,-74.0098933
STANDARD STRAW BOARD COMPANY,ACTIVE,10005,NA,04/17/1896,NA,NEW JERSEY,domestic,40.7080525,-74.0108047
WORCESTER CYCLE MANUFACTURING COMPANY,ACTIVE,10028,NA,04/17/1896,NA,NEW JERSEY,domestic,40.7752657,-73.952767
NEW JERSEY AND STATEN ISLAND FERRY COMPANY,ACTIVE,10045,NA,04/02/1896,NA,NEW JERSEY,domestic,40.70862049999999,-74.0093851
A. T. ALBRO COMPANY,ACTIVE,10018,NA,04/30/1896,NA,NEW JERSEY,domestic,40.755322,-73.9932872
TILMANN ELECTRIC LAMP COMPANY,ACTIVE,10005,NA,05/07/1896,NA,NEW JERSEY,domestic,40.7072492,-74.0094419
TROPICAL DECORATING COMPANY,ACTIVE,10017,NA,05/07/1896,NA,NEW JERSEY,domestic,40.7523547,-73.9761145
NEW YORK TRAP ROCK COMPANY,ACTIVE,10005,NA,05/11/1896,NA,NEW JERSEY,domestic,40.7054244,-74.0060182
UPSON SINGLETON & COMPANY,ACTIVE,10011,NA,05/11/1896,NA,CONNECTICUT,domestic,40.74457659999999,-73.99751069999999
J. H. MCLAIN COMPANY,ACTIVE,10013,NA,05/12/1896,NA,OHIO,domestic,40.7152247,-74.0012555
COX COMPUTER COMPANY,ACTIVE,10014,NA,05/14/1896,NA,NEW JERSEY,domestic,40.739291,-74.0027743
METROPOLITAN RUBBER COMPANY,ACTIVE,10006,NA,05/16/1896,NA,CONNECTICUT,domestic,40.7085538,-74.01133229999999
KRELL PIANO COMPANY,ACTIVE,10003,NA,05/25/1896,NA,OHIO,domestic,40.7379021,-73.9918618
THE WILLIAMS AND FLASH COMPANY,ACTIVE,10004,NA,04/07/1896,NA,NEW JERSEY,domestic,40.703428,-74.01108099999999
AMERICAN ELECTRIC COLD SUPPLY COMPANY,ACTIVE,10038,NA,06/05/1896,NA,MAINE,domestic,40.7065404,-74.0043704
MORISON-JEWELL FILTRATION COMPANY,ACTIVE,10007,NA,06/18/1896,NA,NEW JERSEY,domestic,40.7103735,-74.01112350000001
SOUTH AMERICAN SHIPPING COMPANY,ACTIVE,10004,NA,06/26/1896,NA,NEW JERSEY,domestic,40.7038313,-74.0115771
STANDARD GENERAL SUPPLY COMPANY,ACTIVE,10007,NA,06/26/1896,NA,NEW JERSEY,domestic,40.71344,-74.0074917
SHEA SMITH & CO.,ACTIVE,10037,NA,07/14/1896,NA,ILLINOIS,domestic,40.811982,-73.94213119999999
HAMBURGER & CO.,ACTIVE,10021,NA,07/24/1896,NA,VIRGINIA,domestic,40.7668573,-73.9674725
UNITED STATES MAILING TUBE COMPANY,ACTIVE,10012,NA,07/29/1896,NA,ILLINOIS,domestic,40.7244855,-74.0006812
UNITED STATES CYCLE FITTINGS COMPANY,ACTIVE,10035,NA,08/03/1896,NA,NEW JERSEY,domestic,40.8029386,-73.9403823
THE GRIESS PFLEGER TANNING CO. OF MASSACHUSETTS,ACTIVE,10038,NA,02/27/1929,NA,MASSACHUSETTS,domestic,40.7103759,-74.0039925
STEEL INVESTORS INC.,ACTIVE,10005,NA,02/28/1929,NA,DELAWARE,domestic,40.7057625,-74.0083259
STANDARD RADIUM CORPORATION OF AMERICA,ACTIVE,10005,NA,03/02/1929,NA,DELAWARE,domestic,40.705627,-74.00763100000002
W. D. CASHIN CO.,ACTIVE,10017,NA,03/05/1929,NA,,domestic,40.7507837,-73.9736995
NATMAR INC.,ACTIVE,10017,NA,03/06/1929,NA,OHIO,domestic,40.755556,-73.974722
HARROLD WILLIAMS & CO. INC.,ACTIVE,10004,NA,03/07/1929,NA,NEW JERSEY,domestic,40.7051454,-74.0118361
AMERICAN ELECTRIC PHOTOGRAPHY CORPORATION,ACTIVE,10170,NA,03/08/1929,NA,DELAWARE,domestic,40.7525463,-73.97564249999999
THE WOOL O COMPANY,ACTIVE,10016,NA,03/11/1929,NA,PENNSYLVANIA,domestic,40.7461923,-73.9856384
NORTH BANGOR SLATE COMPANY,ACTIVE,11429,NA,03/12/1929,NA,PENNSYLVANIA,domestic,40.7120076,-73.7308345
FRED T. LEY & CO. INC.,ACTIVE,10022,NA,03/13/1929,NA,DELAWARE,domestic,40.7618638,-73.97269639999999
DRUCHAM LABORATORIES INC.,ACTIVE,10010,NA,03/13/1929,NA,DELAWARE,domestic,40.7411565,-73.986901
CLARENCE E. WILLARD INC.,ACTIVE,10018,NA,03/13/1929,NA,DELAWARE,domestic,40.75255200000001,-73.98700699999999
INTERSTATE PICTURES CORPORATION,ACTIVE,10036,NA,03/14/1929,NA,DELAWARE,domestic,40.7556518,-73.98607369999999
HUD-MOR REALTY COMPANY,ACTIVE,11211,NA,03/14/1929,NA,NEW JERSEY,domestic,40.7083186,-73.9531964
FISCAL MANAGEMENT CORPORATION,ACTIVE,10004,NA,03/14/1929,NA,DELAWARE,domestic,40.7052048,-74.00963229999999
LAKE LAND STAGES INC.,ACTIVE,10118,NA,03/19/1929,NA,NEW JERSEY,domestic,40.7529026,-73.99515149999999
SAFE CREDIT SERVICE INC.,ACTIVE,10038,NA,03/19/1929,NA,DELAWARE,domestic,40.7115866,-74.0066803
THE UNBREAKABLE RECORD CORPORATION,ACTIVE,10006,NA,03/20/1929,NA,DELAWARE,domestic,40.7095523,-74.0109418
SEABOARD INDUSTRIAL RESEARCH CORPORATION,ACTIVE,10006,NA,03/20/1929,NA,DELAWARE,domestic,40.7076776,-74.0146054
UNITED STATES SAND PAPER COMPANY,ACTIVE,10007,NA,03/20/1929,NA,PENNSYLVANIA,domestic,40.7156253,-74.01046819999999
UNION CITY BREWING CO.,ACTIVE,10017,NA,03/20/1929,NA,NEW JERSEY,domestic,40.75173119999999,-73.9797049
M. STOESSEL COMPANY INC.,ACTIVE,10014,NA,03/21/1929,NA,DELAWARE,domestic,40.7380285,-74.00651549999999
EDUARDO L. GERLEIN & CO. S. A.,ACTIVE,10004,NA,03/22/1929,NA,COLORADO,domestic,40.7051613,-74.0159706
MILLBREN REALTY CORPORATION,ACTIVE,10036,NA,03/22/1929,NA,NEW JERSEY,domestic,40.7541476,-73.9818586
KLISE MANUFACTURING COMPANY,ACTIVE,10016,NA,03/23/1929,NA,MICHIGAN,domestic,40.7450773,-73.9810074
UNITED MOTION PICTURE VENDING MACHINE CORPORATION OF AMERICA,ACTIVE,10038,NA,03/16/1929,NA,DELAWARE,domestic,40.7084158,-74.0072149
MUNICIPAL TRADING CORPORATION,ACTIVE,10005,NA,03/25/1929,NA,DELAWARE,domestic,40.7057172,-74.0082384
LACE NET IMPORTING COMPANY INC.,INACTIVE,10016,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,03/18/1929,06/24/1981,DELAWARE,domestic,40.7496435,-73.98308109999999
SILK MANUFACTURERS CORPORATION,ACTIVE,10016,NA,03/19/1929,NA,NEW JERSEY,domestic,40.7442036,-73.9853586
CARBOLOID PRODUCTS CORPORATION,ACTIVE,10038,NA,03/28/1929,NA,NEW JERSEY,domestic,40.7113616,-74.00784519999999
FORD-PARSONS-STECHER INC.,ACTIVE,10016,NA,03/29/1929,NA,ILLINOIS,domestic,40.7510765,-73.97998679999999
TRI-STATE TRADING CORPORTION,ACTIVE,10016,NA,04/01/1929,NA,DELAWARE,domestic,40.7510765,-73.97998679999999
PIZZIMENTI BROTHERS INC.,ACTIVE,10038,NA,04/01/1929,NA,NEW JERSEY,domestic,40.70777930000001,-74.0081938
STANDARD FUR DRESSING & DYEING CO. INC.,ACTIVE,10001,NA,04/02/1929,NA,NEW JERSEY,domestic,40.7484609,-73.9943852
THE PARIS PATTERN COMPANY INC.,ACTIVE,10176,NA,04/02/1929,NA,DELAWARE,domestic,40.755353,-73.9788518
GONDER KELLEY & CO. INC.,ACTIVE,10005,NA,04/04/1929,NA,DELAWARE,domestic,40.706708,-74.0089239
CONTACT CABLE CORPORATION,ACTIVE,10017,NA,04/04/1929,NA,DELAWARE,domestic,40.7549469,-73.9795346
FMC CORPORATION,ACTIVE,10011,NA,04/04/1929,NA,DELAWARE,domestic,40.7409573,-74.0021187
CLINTON WILLIAMS COMPANY INC.,ACTIVE,10001,NA,04/06/1929,NA,DELAWARE,domestic,40.74791219999999,-73.9872773
PIERCY CORPORATION OF AMERICA,ACTIVE,10170,NA,04/06/1929,NA,DELAWARE,domestic,40.7525463,-73.97564249999999
PIERCYS LIVE STOCK FOODS CORPORATION,ACTIVE,10170,NA,04/06/1929,NA,DELAWARE,domestic,40.7525463,-73.97564249999999
LORD ELECTRIC COMPANY INC.,ACTIVE,10020,NA,04/08/1929,NA,DELAWARE,domestic,40.7591122,-73.9776225
RADIO TALKING PICTURES CORPORATION,ACTIVE,10019,NA,04/08/1929,NA,DELAWARE,domestic,40.7598196,-73.9838059
HALE & KILBURN CO.,ACTIVE,10016,NA,04/09/1929,NA,DELAWARE,domestic,40.7515002,-73.9802146
PLASTIC ARTS CORPORATION,ACTIVE,10007,NA,04/09/1929,NA,DELAWARE,domestic,40.7103735,-74.01112350000001
BARTON MINES CORPORATION,ACTIVE,10011,NA,04/09/1929,NA,PENNSYLVANIA,domestic,40.7409573,-74.0021187
SPRECKELS SUGAR CORPORATION,INACTIVE,10005,TERMINATION,04/09/1929,09/19/2005,DELAWARE,domestic,40.7054745,-74.007531
SUNBRITE STORES INC.,ACTIVE,10170,NA,04/09/1929,NA,DELAWARE,domestic,40.7525463,-73.97564249999999
SOLITAIRE & FURMOTO CHEMICAL COMPANY INC.,ACTIVE,10017,NA,04/10/1929,NA,DELAWARE,domestic,40.7526122,-73.97993269999999
LEONARD FITZPATRICK MUELLER STORES CO.,ACTIVE,10011,NA,04/03/1929,NA,DELAWARE,domestic,40.7449239,-73.9955238
JAMES CLARK & COMPANY,ACTIVE,10036,NA,04/11/1929,NA,DELAWARE,domestic,40.7574358,-73.9838091
SANSTARK TRADING CORPORATION,ACTIVE,10036,NA,04/12/1929,NA,DELAWARE,domestic,40.7553551,-73.9866052
DRESDEN IMPORT COMPANY INC.,ACTIVE,10003,NA,04/13/1929,NA,NEW JERSEY,domestic,40.7379109,-73.99095600000001
WOLFF-HEIDE PHOTO-CHEMICAL CORPORATION,ACTIVE,10017,NA,04/16/1929,NA,DELAWARE,domestic,40.7549469,-73.9795346
EMPIRE BRICK & SUPPLY CORPORATION,ACTIVE,10017,NA,04/16/1929,NA,DELAWARE,domestic,40.7512269,-73.97815299999999
HAZEN J. TITUS & CO. INC.,ACTIVE,10019,NA,04/11/1929,NA,DELAWARE,domestic,40.766613,-73.9821351
RADIO PICTURES INC.,ACTIVE,10045,NA,04/17/1929,NA,DELAWARE,domestic,40.70862049999999,-74.0093851
CHAS H. MOORES COMPANY INC.,ACTIVE,10017,NA,04/18/1929,NA,DELAWARE,domestic,40.7515617,-73.9771001
THE H. W. ROOS COMPANY,ACTIVE,10014,NA,04/20/1929,NA,OHIO,domestic,40.73450709999999,-74.00308989999999
ROBERT LE FORT & COMPANY INCORPORATED,ACTIVE,10010,NA,04/17/1929,NA,PENNSYLVANIA,domestic,40.7420207,-73.98992799999999
OLYMPIC SILK MILLS INC.,ACTIVE,10016,NA,04/22/1929,NA,NEW JERSEY,domestic,40.7462467,-73.98432799999999
SILVERBLUE HATS INC.,ACTIVE,10036,NA,04/23/1929,NA,NEW JERSEY,domestic,40.7547035,-73.9837325
MERCHANTS & TRADERS BANCSNARES CORPORATION,ACTIVE,10279,NA,04/23/1929,NA,DELAWARE,domestic,40.71248629999999,-74.00826579999999
SEVENTH AVENUE FILM COMPANY LIMITED,ACTIVE,10019,NA,04/23/1929,NA,GABON,international,40.76022,-73.9836773
REALTY HOME SALES CORPORATION,ACTIVE,10007,NA,04/25/1929,NA,DELAWARE,domestic,40.7130634,-74.0082771
REALTY HOME FUNDING CORPORATION,ACTIVE,10007,NA,04/25/1929,NA,DELAWARE,domestic,40.7130634,-74.0082771
MOGMAR ART FOUNDATION INC.,ACTIVE,10005,NA,04/26/1929,NA,DELAWARE,domestic,40.706708,-74.0089239
ROMANCE SODA SHOPS INC.,ACTIVE,10022,NA,04/30/1929,NA,DELAWARE,domestic,40.7624557,-73.9687647
KATZMAN BROTHERS INCORPORATED,ACTIVE,10001,NA,05/01/1929,NA,ILLINOIS,domestic,40.7477047,-73.99251840000001
BRASSERT-TIDEWATER DEVELOPMENT CORPORATION,ACTIVE,10004,NA,05/02/1929,NA,DELAWARE,domestic,40.7051613,-74.0159706
TINDALL FABRICS CORP.,ACTIVE,10016,NA,05/02/1929,NA,RHODE ISLAND,domestic,40.7489289,-73.9828063
THE HOWARD P. FOLEY COMPANY,ACTIVE,10017,NA,05/03/1929,NA,DISTRICT OF COLUMBIA,domestic,40.755556,-73.974722
W. B. FOSHAY CO.,ACTIVE,10017,NA,05/03/1929,NA,DELAWARE,domestic,40.7504341,-73.9757226
SERV-A-SMOK INC.,ACTIVE,10036,NA,04/27/1929,NA,DELAWARE,domestic,40.7547152,-73.9804092
SEQUA CORPORATION,ACTIVE,10011,NA,05/07/1929,NA,DELAWARE,domestic,40.7409573,-74.0021187
LA LASINE INTERNATIONAL INC.,ACTIVE,10036,NA,05/10/1929,NA,DELAWARE,domestic,40.7561659,-73.981877
FIRST CALL MONEY CAOMPANY OF AMERICA INC.,ACTIVE,10004,NA,05/10/1929,NA,DELAWARE,domestic,40.7061121,-74.01153459999999
HANSELL & CO. INC.,ACTIVE,10006,NA,05/13/1929,NA,DELAWARE,domestic,40.709329,-74.0131196
LATIN AMERICAN NEWSPAPERS SYNDICATE INC.,ACTIVE,10007,NA,05/13/1929,NA,DELAWARE,domestic,40.7107327,-74.0109679
WEBSTER EISENLOHR INC.,ACTIVE,10017,NA,05/08/1929,NA,PENNSYLVANIA,domestic,40.753863,-73.98015199999999
STOCK INDUSTRIAL PLAN INCORPORATED,ACTIVE,10019,NA,05/13/1929,NA,DELAWARE,domestic,40.766613,-73.9821351
VITAMALT FOOD PRODUCTS INC.,ACTIVE,10011,NA,05/14/1929,NA,DELAWARE,domestic,40.734901,-73.999855
